Time,T,Lat,Lon,Image Time,Image T,MODIS
2024-07-29 00:59:00+08:00,20.75295,52.78646,107.11482,2024-07-29 01:00:00+08:00,22.430000000000007,MOD21_Terra_day
2022-08-08 00:57:20+08:00,11.3614,52.575119,106.354347,2022-08-08 01:01:00+08:00,14.130000000000052,MOD21_Terra_day
2023-10-21 01:11:48+08:00,9.5764,53.796017,108.128326,2023-10-21 01:10:00+08:00,6.830000000000041,MOD21_Aqua_day
2021-09-24 00:56:20+08:00,12.2681,53.450691,108.757263,2021-09-24 01:10:00+08:00,8.610000000000014,MOD21_Terra_day
2021-10-19 00:49:36+08:00,7.1486,53.16341,108.251099,2021-10-19 01:00:00+08:00,6.690000000000055,MOD21_Terra_day
2021-08-12 01:07:46+08:00,12.4549,51.697842,104.994865,2021-08-12 01:14:00+08:00,13.110000000000014,MOD21_Aqua_day
2023-10-21 00:56:38+08:00,8.5042,53.761715,108.101273,2023-10-21 00:57:00+08:00,8.130000000000052,MOD21_Terra_day
2022-08-01 00:57:03+08:00,11.3138,52.801514,107.13266,2022-08-01 01:10:00+08:00,12.050000000000011,MOD21_Aqua_day
2023-10-26 01:02:20+08:00,7.0883,52.564583,106.357162,2023-10-26 01:11:00+08:00,5.750000000000057,MOD21_Aqua_day
2023-07-23 01:07:17+08:00,14.1747,54.379604,109.423561,2023-07-23 01:17:00+08:00,16.07000000000005,MOD21_Aqua_day
2021-09-23 01:05:51+08:00,9.0724,52.885292,107.865669,2021-09-23 01:08:00+08:00,10.03000000000003,MOD21_Aqua_day
2023-09-20 00:51:43+08:00,14.6288,51.574638,105.124969,2023-09-20 00:58:00+08:00,12.77000000000004,MOD21_Terra_day
2024-06-01 01:06:00+08:00,3.049022,51.60601,105.236,2024-06-01 01:21:00+08:00,3.170000000000016,MOD21_Aqua_day
2021-09-20 01:04:17+08:00,7.859,51.815163,105.021027,2021-09-20 01:15:00+08:00,8.950000000000045,MOD21_Aqua_day
2023-09-28 00:53:58+08:00,13.0564,55.110359,109.734085,2023-09-28 01:01:00+08:00,10.79000000000002,MOD21_Terra_day
2022-06-11 00:57:11+08:00,2.9251,55.31382,109.69706,2022-06-11 01:07:00+08:00,0.910000000000025,MOD21_Terra_day
2024-09-20 01:09:00+08:00,12.20595,51.62386,105.0908,2024-09-20 01:19:00+08:00,13.350000000000025,MOD21_Aqua_day
2023-10-29 01:12:24+08:00,6.8808,51.696793,105.466309,2023-10-29 01:14:00+08:00,4.830000000000041,MOD21_Aqua_day
2021-08-05 00:58:45+08:00,15.0249,51.58881,105.212067,2021-08-05 01:02:00+08:00,18.250000000000057,MOD21_Terra_day
2021-08-13 01:13:35+08:00,13.9393,52.884129,107.033638,2021-08-13 01:18:00+08:00,16.750000000000057,MOD21_Aqua_day
2022-09-24 01:05:16+08:00,7.2392,52.665291,106.851189,2022-09-24 01:06:00+08:00,6.730000000000018,MOD21_Terra_day
2023-09-21 00:54:33+08:00,14.5719,51.891521,105.24556,2023-09-21 01:02:00+08:00,14.630000000000052,MOD21_Terra_day
2021-10-22 01:05:51+08:00,7.3591,51.915318,105.216087,2021-10-22 01:15:00+08:00,10.310000000000002,MOD21_Aqua_day
2021-07-28 00:59:53+08:00,15.3339,52.557934,106.504333,2021-07-28 01:07:00+08:00,16.470000000000027,MOD21_Terra_day
2022-09-25 00:55:25+08:00,10.4154,53.28017,107.775398,2022-09-25 01:01:00+08:00,9.510000000000048,MOD21_Terra_day
2023-10-01 01:07:16+08:00,12.7988,51.890053,105.073372,2023-10-01 01:15:00+08:00,15.050000000000011,MOD21_Aqua_day
2021-05-27 00:59:50+08:00,2.0659,52.574341,107.087982,2021-05-27 01:06:00+08:00,3.670000000000016,MOD21_Terra_day
2024-06-09 01:10:00+08:00,2.533656,55.12042,109.5151,2024-06-09 01:14:00+08:00,2.670000000000016,MOD21_Aqua_day
2024-09-21 00:56:00+08:00,11.0823,51.80607,104.91904,2024-09-21 01:01:00+08:00,11.310000000000002,MOD21_Terra_day
2023-10-22 01:02:56+08:00,9.5693,54.358925,109.2854,2023-10-22 01:14:00+08:00,9.250000000000057,MOD21_Aqua_day
